id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6HXavJEHsyKz55NnntgF16,Chaos Theories,Well Runs Dry,The Souljazz Orchestra,False,1,0.324,0.588,0,-8.32,1,0.0328,0.433,0.0492,0.184,0.316,92.016,audio_features,spotify:track:6HXavJEHsyKz55NnntgF16,https://api.spotify.com/v1/tracks/6HXavJEHsyKz55NnntgF16,https://api.spotify.com/v1/audio-analysis/6HXavJEHsyKz55NnntgF16,8.609116666666667,4
6ZfPfKByjheaAohji2LfaS,A Very Merry Christmas with Ivan & Alyosha,Being Home for Christmas,Ivan & Alyosha,False,7,0.564,0.76,8,-7.243,1,0.0451,0.273,0.0,0.124,0.6,117.932,audio_features,spotify:track:6ZfPfKByjheaAohji2LfaS,https://api.spotify.com/v1/tracks/6ZfPfKByjheaAohji2LfaS,https://api.spotify.com/v1/audio-analysis/6ZfPfKByjheaAohji2LfaS,3.4962833333333334,4
06mESgotL8dujZGuOxtjFl,Ma Ya,Wassiye,"Habib Koité, Kélétigui Diabaté",False,33,0.73,0.669,2,-7.934,0,0.0565,0.58,0.0036,0.103,0.848,118.209,audio_features,spotify:track:06mESgotL8dujZGuOxtjFl,https://api.spotify.com/v1/tracks/06mESgotL8dujZGuOxtjFl,https://api.spotify.com/v1/audio-analysis/06mESgotL8dujZGuOxtjFl,4.778883333333333,4
1Ptl8RBClJP2cj4QLfv09J,Cold Mine,Cold Mine,FIL BO RIVA,False,50,0.454,0.691,9,-6.173,0,0.0344,0.193,1.33e-06,0.105,0.405,78.539,audio_features,spotify:track:1Ptl8RBClJP2cj4QLfv09J,https://api.spotify.com/v1/tracks/1Ptl8RBClJP2cj4QLfv09J,https://api.spotify.com/v1/audio-analysis/1Ptl8RBClJP2cj4QLfv09J,3.16025,4
4bWM3dt5UIBNeFj71zYF8O,Alles leuchtet ein,Alles leuchtet ein,Betterov,False,26,0.362,0.872,7,-2.769,1,0.0502,0.0588,8.64e-06,0.123,0.617,164.865,audio_features,spotify:track:4bWM3dt5UIBNeFj71zYF8O,https://api.spotify.com/v1/tracks/4bWM3dt5UIBNeFj71zYF8O,https://api.spotify.com/v1/audio-analysis/4bWM3dt5UIBNeFj71zYF8O,3.61215,4
03pd9j9czxa7ydTLcnteP7,Summer Breeze,Sleep by the Waves,Leavv,False,45,0.631,0.0341,9,-11.791,1,0.0514,0.93,0.926,0.101,0.291,78.997,audio_features,spotify:track:03pd9j9czxa7ydTLcnteP7,https://api.spotify.com/v1/tracks/03pd9j9czxa7ydTLcnteP7,https://api.spotify.com/v1/audio-analysis/03pd9j9czxa7ydTLcnteP7,2.142516666666667,3
72nqbbrKjhXmDdRXQGq115,Fabulous Fifties Nostalgia Vol 5,All I Have to Do Is Dream,The Everly Brothers,False,0,0.542,0.347,4,-14.011,1,0.0268,0.783,0.0,0.144,0.596,103.709,audio_features,spotify:track:72nqbbrKjhXmDdRXQGq115,https://api.spotify.com/v1/tracks/72nqbbrKjhXmDdRXQGq115,https://api.spotify.com/v1/audio-analysis/72nqbbrKjhXmDdRXQGq115,2.354,4
2I4AhSWdVku2SQsJXiIci6,Origami,Hanoï café,Bleu Toucan,False,59,0.565,0.755,2,-7.402,0,0.0406,0.258,0.00976,0.219,0.499,172.01,audio_features,spotify:track:2I4AhSWdVku2SQsJXiIci6,https://api.spotify.com/v1/tracks/2I4AhSWdVku2SQsJXiIci6,https://api.spotify.com/v1/audio-analysis/2I4AhSWdVku2SQsJXiIci6,3.2347166666666665,4
7E7D6Db8wfIEeNryNiDXtr,Somethinggreater,Somethinggreater - Single Version,Parcels,False,61,0.693,0.572,1,-10.491,0,0.041,0.308,0.000405,0.0736,0.867,109.816,audio_features,spotify:track:7E7D6Db8wfIEeNryNiDXtr,https://api.spotify.com/v1/tracks/7E7D6Db8wfIEeNryNiDXtr,https://api.spotify.com/v1/audio-analysis/7E7D6Db8wfIEeNryNiDXtr,3.4849833333333335,4
3u7bbColqgRndsd6RTeIim,Conchiglie,Conchiglie,Andrea Laszlo De Simone,False,44,0.459,0.5,3,-11.337,1,0.0367,0.827,0.908,0.356,0.276,149.861,audio_features,spotify:track:3u7bbColqgRndsd6RTeIim,https://api.spotify.com/v1/tracks/3u7bbColqgRndsd6RTeIim,https://api.spotify.com/v1/audio-analysis/3u7bbColqgRndsd6RTeIim,7.2307,4
08edmNLQhAqaKkNeiRgBQM,Other Here Comes The Cowboy Demos,Out Of My Head,Mac DeMarco,False,47,0.811,0.553,3,-9.257,0,0.0447,0.625,0.159,0.202,0.765,100.547,audio_features,spotify:track:08edmNLQhAqaKkNeiRgBQM,https://api.spotify.com/v1/tracks/08edmNLQhAqaKkNeiRgBQM,https://api.spotify.com/v1/audio-analysis/08edmNLQhAqaKkNeiRgBQM,4.366933333333333,4
50wiHcvfcpQSo5P5rbyozc,In Mind,Saturday,Real Estate,False,46,0.525,0.717,0,-6.06,1,0.0339,0.0716,0.575,0.121,0.211,130.898,audio_features,spotify:track:50wiHcvfcpQSo5P5rbyozc,https://api.spotify.com/v1/tracks/50wiHcvfcpQSo5P5rbyozc,https://api.spotify.com/v1/audio-analysis/50wiHcvfcpQSo5P5rbyozc,4.717116666666667,4
5l1AMUJEA43GYqxpfTyhoT,Winter Wheat,Postdoc Blues,John K. Samson,False,32,0.665,0.797,10,-9.172,1,0.0419,0.124,0.0173,0.0958,0.717,143.176,audio_features,spotify:track:5l1AMUJEA43GYqxpfTyhoT,https://api.spotify.com/v1/tracks/5l1AMUJEA43GYqxpfTyhoT,https://api.spotify.com/v1/audio-analysis/5l1AMUJEA43GYqxpfTyhoT,3.38485,4
2Jp04uMkpnoik9GYfJboa5,Ottakring,Eh ok,Granada,False,45,0.7,0.515,2,-5.546,1,0.0299,0.44,0.0,0.126,0.771,92.524,audio_features,spotify:track:2Jp04uMkpnoik9GYfJboa5,https://api.spotify.com/v1/tracks/2Jp04uMkpnoik9GYfJboa5,https://api.spotify.com/v1/audio-analysis/2Jp04uMkpnoik9GYfJboa5,2.6238333333333332,4
6dw8ETrtlFSrkzw6W8cWxN,Mordechai,So We Won't Forget,Khruangbin,False,46,0.647,0.414,2,-13.219,1,0.0985,0.0309,0.85,0.183,0.967,101.301,audio_features,spotify:track:6dw8ETrtlFSrkzw6W8cWxN,https://api.spotify.com/v1/tracks/6dw8ETrtlFSrkzw6W8cWxN,https://api.spotify.com/v1/audio-analysis/6dw8ETrtlFSrkzw6W8cWxN,4.972216666666666,4
2ksgMG1hHFHV979phZ2lkd,Begin Again - EP,Begin Again,Nick Mulvey,False,60,0.675,0.57,7,-9.402,1,0.0348,0.811,9.31e-05,0.0788,0.575,101.981,audio_features,spotify:track:2ksgMG1hHFHV979phZ2lkd,https://api.spotify.com/v1/tracks/2ksgMG1hHFHV979phZ2lkd,https://api.spotify.com/v1/audio-analysis/2ksgMG1hHFHV979phZ2lkd,4.588,4
540Fod5DwxX7JvGN04yRp7,Greatest Hits Collection,Ice Cream,Chris Barber,False,12,0.757,0.588,7,-8.083,1,0.0322,0.693,0.777,0.471,0.96,112.567,audio_features,spotify:track:540Fod5DwxX7JvGN04yRp7,https://api.spotify.com/v1/tracks/540Fod5DwxX7JvGN04yRp7,https://api.spotify.com/v1/audio-analysis/540Fod5DwxX7JvGN04yRp7,3.472,4
0oYUVzPVS2M6olUBytFIMv,Over Here,Over Here,Mostly Sonny,False,33,0.638,0.473,7,-13.058,1,0.0382,0.19,0.423,0.374,0.454,129.954,audio_features,spotify:track:0oYUVzPVS2M6olUBytFIMv,https://api.spotify.com/v1/tracks/0oYUVzPVS2M6olUBytFIMv,https://api.spotify.com/v1/audio-analysis/0oYUVzPVS2M6olUBytFIMv,4.75,4
4p4kNjeFfBZ7OExxY7SX1V,MADLO: Influences,Running Up That Hill,Car Seat Headrest,False,44,0.704,0.603,9,-10.501,0,0.0334,0.00256,0.196,0.0656,0.668,111.98,audio_features,spotify:track:4p4kNjeFfBZ7OExxY7SX1V,https://api.spotify.com/v1/tracks/4p4kNjeFfBZ7OExxY7SX1V,https://api.spotify.com/v1/audio-analysis/4p4kNjeFfBZ7OExxY7SX1V,6.5,4
4fF2nOsPektn8js9fG5Cdr,Breeze,Breeze,Jermango Dreaming,False,49,0.708,0.802,9,-4.49,0,0.03,0.00376,0.219,0.11,0.741,117.021,audio_features,spotify:track:4fF2nOsPektn8js9fG5Cdr,https://api.spotify.com/v1/tracks/4fF2nOsPektn8js9fG5Cdr,https://api.spotify.com/v1/audio-analysis/4fF2nOsPektn8js9fG5Cdr,3.8984666666666667,4
77iRifbhkJGvGBBRNykUwN,The End Of Comedy,Suddenly,"Drugdealer, Weyes Blood",False,57,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,audio_features,spotify:track:77iRifbhkJGvGBBRNykUwN,https://api.spotify.com/v1/tracks/77iRifbhkJGvGBBRNykUwN,https://api.spotify.com/v1/audio-analysis/77iRifbhkJGvGBBRNykUwN,3.284,4
7JSvpJTo8hal8fXXhP5L3R,Lavender,Heart of Mine,Calvin Love,False,33,0.562,0.212,5,-16.682,1,0.0363,0.645,0.722,0.152,0.31,115.926,audio_features,spotify:track:7JSvpJTo8hal8fXXhP5L3R,https://api.spotify.com/v1/tracks/7JSvpJTo8hal8fXXhP5L3R,https://api.spotify.com/v1/audio-analysis/7JSvpJTo8hal8fXXhP5L3R,3.5903833333333335,4
6jwh6mczhdbnmATZ2bH2QK,Basic Instinct,Blue Orange Green,"Jimmy Whoo, Chilly Gonzales",False,40,0.63,0.377,0,-13.728,1,0.0307,0.709,0.0821,0.0994,0.216,93.978,audio_features,spotify:track:6jwh6mczhdbnmATZ2bH2QK,https://api.spotify.com/v1/tracks/6jwh6mczhdbnmATZ2bH2QK,https://api.spotify.com/v1/audio-analysis/6jwh6mczhdbnmATZ2bH2QK,3.3162166666666666,4
5xxHfQuaXGEBHtsGbSXwI7,White Roses,White Roses,"Flyte, The Staves",False,51,0.53,0.633,10,-7.078,1,0.0283,0.391,0.0152,0.142,0.605,140.186,audio_features,spotify:track:5xxHfQuaXGEBHtsGbSXwI7,https://api.spotify.com/v1/tracks/5xxHfQuaXGEBHtsGbSXwI7,https://api.spotify.com/v1/audio-analysis/5xxHfQuaXGEBHtsGbSXwI7,3.4407666666666668,4
75hwtYcghca6YKW4i6C6fP,Teens Of Denial,Drunk Drivers/Killer Whales,Car Seat Headrest,True,61,0.537,0.414,2,-7.952,1,0.0404,0.218,2.1e-06,0.103,0.459,117.101,audio_features,spotify:track:75hwtYcghca6YKW4i6C6fP,https://api.spotify.com/v1/tracks/75hwtYcghca6YKW4i6C6fP,https://api.spotify.com/v1/audio-analysis/75hwtYcghca6YKW4i6C6fP,6.2442166666666665,4
0wij9AygVTMxnBSrjH6ID1,"Clarinet & Piano: Selected Works, Vol. 1",A Little Lost,Group Listening,False,31,0.641,0.269,0,-15.927,1,0.0392,0.986,0.96,0.141,0.578,129.766,audio_features,spotify:track:0wij9AygVTMxnBSrjH6ID1,https://api.spotify.com/v1/tracks/0wij9AygVTMxnBSrjH6ID1,https://api.spotify.com/v1/audio-analysis/0wij9AygVTMxnBSrjH6ID1,3.7708833333333334,4
03gKdAQAswBo7v4p8F1An4,You Forgot It In People,Pacific Theme,Broken Social Scene,False,51,0.723,0.703,0,-9.495,1,0.0318,0.0272,0.313,0.0979,0.767,129.725,audio_features,spotify:track:03gKdAQAswBo7v4p8F1An4,https://api.spotify.com/v1/tracks/03gKdAQAswBo7v4p8F1An4,https://api.spotify.com/v1/audio-analysis/03gKdAQAswBo7v4p8F1An4,5.153116666666667,4
3YnfOmxe8JaWmowxmgTzms,"Future Perfect, Present Tense",Isn't Ever A Day,Ten Fé,False,48,0.665,0.758,6,-6.354,0,0.028,0.00451,0.739,0.312,0.761,131.025,audio_features,spotify:track:3YnfOmxe8JaWmowxmgTzms,https://api.spotify.com/v1/tracks/3YnfOmxe8JaWmowxmgTzms,https://api.spotify.com/v1/audio-analysis/3YnfOmxe8JaWmowxmgTzms,4.7442166666666665,4
6otUjBoNrp27EubqsoYGQx,Sand,Losers,Balthazar,False,59,0.864,0.385,5,-11.553,0,0.0454,0.102,0.0539,0.143,0.665,113.014,audio_features,spotify:track:6otUjBoNrp27EubqsoYGQx,https://api.spotify.com/v1/tracks/6otUjBoNrp27EubqsoYGQx,https://api.spotify.com/v1/audio-analysis/6otUjBoNrp27EubqsoYGQx,3.428,4
2eVofaQRJvddSUBfcub7Gz,Oceans,Oceans,"RY X, Ólafur Arnalds",False,61,0.659,0.387,6,-13.172,0,0.0335,0.467,0.692,0.0839,0.0779,114.989,audio_features,spotify:track:2eVofaQRJvddSUBfcub7Gz,https://api.spotify.com/v1/tracks/2eVofaQRJvddSUBfcub7Gz,https://api.spotify.com/v1/audio-analysis/2eVofaQRJvddSUBfcub7Gz,4.65955,4
3PURbsY67tLMyausOABtit,Kingdoms In Colour,Feel Good (feat. Khruangbin),"Maribou State, Khruangbin",False,58,0.566,0.757,4,-8.37,0,0.0355,0.328,0.84,0.396,0.403,102.016,audio_features,spotify:track:3PURbsY67tLMyausOABtit,https://api.spotify.com/v1/tracks/3PURbsY67tLMyausOABtit,https://api.spotify.com/v1/audio-analysis/3PURbsY67tLMyausOABtit,4.45335,4
0lK64KWzyyvplNW5dQkmXY,Värmdö,Värmdö,LEOI,False,8,0.663,0.502,4,-11.988,0,0.0399,0.246,0.772,0.0711,0.118,100.008,audio_features,spotify:track:0lK64KWzyyvplNW5dQkmXY,https://api.spotify.com/v1/tracks/0lK64KWzyyvplNW5dQkmXY,https://api.spotify.com/v1/audio-analysis/0lK64KWzyyvplNW5dQkmXY,4.455066666666666,4
6buFkhiPTQ03okWeIZvR6E,Strange to Explain,Weekend Wind,Woods,False,47,0.598,0.63,1,-10.492,0,0.025,0.566,0.338,0.179,0.697,108.947,audio_features,spotify:track:6buFkhiPTQ03okWeIZvR6E,https://api.spotify.com/v1/tracks/6buFkhiPTQ03okWeIZvR6E,https://api.spotify.com/v1/audio-analysis/6buFkhiPTQ03okWeIZvR6E,7.277566666666667,4
